,index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
1411,1484,Skoda,Rapid,2015,"146,000 mi",Diesel,1.6,Ireland,No,1.0,"€6,250"
1412,1485,BMW,3-Series,2014,"159,204 mi",Diesel,2.0,Ireland,UK,1.0,"€10,995"
1413,1486,Kia,Sportage,2020,"55,010 km",Diesel Hybrid,1.6,Ireland,No,1.0,"€29,900"
1414,1487,Ford,KA,2015,"69,674 mi",Petrol,1.2,Ireland,No,3.0,"€6,995"
1415,1488,Citroen,Grand C4 Picasso,2019,"71,434 km",Diesel,2.0,Ireland,No,1.0,"€26,950"
1416,1489,Kia,Ceed,2012,"221,608 km",Diesel,1.6,Ireland,UK,4.0,"€3,500"
1417,1490,Hyundai,i10,2019,"55,797 km",Petrol,1.0,Ireland,No,2.0,"€13,444"
1418,1491,Mercedes-Benz,A-Class,2021,"47,200 km",Petrol,1.3,Ireland,No,1.0,"€35,950"
1419,1492,Renault,Megane,2017,"182,818 km",Diesel,1.5,Ireland,No,2.0,"€12,900"
1420,1493,BMW,5-Series,2015,"98,000 mi",Diesel,2.0,Ireland,No,2.0,"€16,950"
1421,1494,Volkswagen,Polo,2014,"79,981 mi",Petrol,1.2,Ireland,No,3.0,"€8,995"
1422,1495,Audi,A6,2017,"179,000 km",Diesel,2.0,Ireland,No,3.0,"€19,950"
1423,1496,Toyota,Hilux,2016,"111,000 mi",Diesel,3.0,Ireland,N. Ireland,2.0,"€21,000"
1424,1497,BMW,X5,2019,"69,000 mi",Diesel,3.0,Ireland,UK,1.0,"€77,950"
1425,1498,Audi,A4,2018,"78,000 mi",Diesel,2.0,United Kingdom,No,1.0,"€34,950"
1426,1499,Mercedes-Benz,E-Class,2017,"250,000 km",Diesel,2.0,Ireland,Unknown,1.0,"€20,599"
1427,1500,Volkswagen,Passat,2008,"183,000 mi",Diesel,1.9,Ireland,UK,8.0,"€2,750"
1428,1501,Nissan,Leaf,2024,0 km,Electric,1.6,Ireland,No,2.0,"€31,758"
1429,1502,Volkswagen,T-CROSS,2019,"70,000 km",Petrol,1.0,Ireland,No,2.0,"€19,895"
1430,1503,Toyota,Yaris,2016,"156,999 km",Petrol,1.3,Ireland,No,2.0,"€12,500"
1431,1504,BMW,i4,2024,501 km,Electric,1.6,Ireland,No,2.0,"€67,950"
1432,1505,Mazda,Demio,2013,"65,000 mi",Petrol,1.3,Ireland,Unknown country,3.0,"€6,800"
1433,1506,SEAT,Arona,2023,10 km,Petrol,1.0,Ireland,No,1.0,"€27,895"
1434,1508,Honda,Freed,2015,"135,859 km",Petrol Hybrid,1.5,Ireland,No,2.0,"€12,950"
1435,1509,Volvo,90 Series,2009,"150,000 mi",Diesel,2.4,Ireland,UK,4.0,"€5,750"
1436,1510,BMW,3-Series,2022,"15,814 km",Diesel,2.0,United Kingdom,No,2.0,"€56,945"
1437,1512,Mercedes-Benz,GLE-Class,2024,30 km,Diesel,2.0,Ireland,No,2.0,"€130,811"
1438,1513,Nissan,Qashqai,2017,"120,396 km",Petrol,1.2,Ireland,No,3.0,"€15,900"
1439,1514,Nissan,Note,2017,"71,029 mi",Petrol Hybrid,1.2,Ireland,Unknown country,1.0,"€10,950"
1440,1515,BMW,3-Series,2015,"154,000 km",Diesel,2.0,Ireland,UK,1.0,"€18,950"
1441,1516,Volkswagen,Tiguan Allspace,2023,"5,000 km",Diesel,2.0,Ireland,No,1.0,"€62,950"
1442,1517,Ford,Focus,2016,"119,000 km",Diesel,1.6,Ireland,No,3.0,"€12,500"
1443,1518,Toyota,Crown,2013,"177,000 km",Petrol Hybrid,2.5,Ireland,Unknown country,3.0,"€13,900"
1444,1519,Opel,Grandland X,2019,"63,235 mi",Petrol,1.2,Northern Ireland,No,1.0,"€17,995"
1445,1520,Audi,A4,2015,"147,960 mi",Diesel,2.0,Ireland,N. Ireland,1.0,"€14,500"
1446,1521,Renault,Megane,2018,"105,800 km",Diesel,1.5,Ireland,No,1.0,"€16,950"
1447,1522,BMW,4-Series,2015,"180,000 mi",Diesel,2.0,Ireland,UK,1.0,"€18,000"
1448,1523,Mercedes-Benz,E-Class,2017,"124,000 mi",Diesel,2.0,Ireland,UK,3.0,"€24,950"
1449,1524,Volkswagen,Golf,2015,"57,791 mi",Diesel,1.6,Ireland,No,2.0,"€15,750"
1450,1525,Audi,A4,2016,"209,999 mi",Diesel,2.0,Ireland,N. Ireland,1.0,"€15,995"
1451,1526,Skoda,Superb,2015,"209,541 km",Diesel,1.6,Ireland,No,3.0,"€11,995"
1452,1527,Kia,Sorento,2014,"160,012 mi",Diesel,2.2,Ireland,No,2.0,"€10,995"
1453,1528,Volkswagen,Golf,2009,158 km,Petrol,1.4,Ireland,No,5.0,"€5,495"
1454,1529,Peugeot,2008,2016,"154,000 km",Diesel,1.6,Ireland,No,2.0,"€11,495"
1455,1530,Suzuki,S-CROSS,2024,0 km,Petrol Hybrid,1.4,Ireland,Unknown,0.0,"€37,250"
1456,1531,BMW,X5,2014,"150,000 mi",Diesel,3.0,Ireland,UK,3.0,"€39,500"
1457,1532,SEAT,Leon,2014,"110,277 mi",Petrol,1.2,Ireland,Unknown country,3.0,"€10,950"
1458,1533,SEAT,Leon,2019,"107,000 mi",Diesel,1.6,Ireland,UK,1.0,"€16,450"
1459,1534,Fiat,Panda,2024,10 km,Petrol Hybrid,1.0,Ireland,No,2.0,"€20,645"
1460,1535,Peugeot,208,2021,"43,000 km",Diesel,1.5,Ireland,No,1.0,"€24,950"
1461,1536,Audi,A6,2016,"128,000 mi",Diesel,2.0,Ireland,N. Ireland,1.0,"€23,950"
1462,1538,Peugeot,3008,2022,"44,572 km",Diesel,1.5,Ireland,No,2.0,"€33,995"
1463,1539,Volkswagen,Golf,2017,"75,978 mi",Petrol,1.2,Ireland,No,2.0,"€16,950"
1464,1540,Mercedes-Benz,A-Class,2020,"85,807 km",Diesel,1.5,Ireland,No,1.0,"€28,950"
1465,1541,BMW,5-Series,2019,"22,000 mi",Diesel,2.0,Ireland,Unknown,1.0,"€35,900"
1466,1542,Volkswagen,Golf,2012,"305,000 km",Diesel,1.6,Ireland,No,4.0,"€4,000"
1467,1543,BMW,4-Series,2017,"146,000 km",Diesel,2.0,Ireland,No,2.0,"€21,999"
1468,1544,Volkswagen,Touran,2016,"67,248 mi",Petrol,1.4,Ireland,No,1.0,"€19,950"
1469,1545,Skoda,Kodiaq,2023,"32,540 km",Diesel,2.0,Ireland,No,1.0,"€51,995"
1470,1546,Opel,Grandland X,2018,"116,000 mi",Diesel,1.6,Ireland,No,2.0,"€16,995"
1471,1547,Audi,A1,2017,"117,954 mi",Diesel,1.6,United Kingdom,No,3.0,"€14,950"
1472,1548,BMW,X1,2019,"114,100 mi",Diesel,2.0,United Kingdom,No,1.0,£0
1473,1549,Volkswagen,Passat,2012,"150,000 mi",Diesel,2.0,Ireland,UK,3.0,"€4,995"
1474,1550,Mercedes-Benz,CLA-Class,2019,"46,000 mi",Diesel,2.1,Ireland,No,3.0,"€30,950"
1475,1551,BMW,X5,2017,"218,000 km",Diesel,3.0,Ireland,No,3.0,"€37,900"
1476,1552,Skoda,Fabia,2014,"138,476 km",Petrol,1.2,Ireland,Unknown,3.0,"€6,995"
1477,1553,Skoda,Citigo,2012,"105,372 mi",Petrol,1.0,Northern Ireland,No,1.0,"€6,950"
1478,1554,Audi,A1,2015,"19,000 mi",Petrol,1.4,Ireland,No,1.0,"€15,899"
1479,1555,Mercedes-Benz,GLC-Class,2016,"164,000 km",Diesel,2.1,Ireland,UK,2.0,"€24,999"
1480,1556,Audi,A6,2018,"131,200 km",Diesel,2.0,Ireland,No,3.0,"€25,950"
1481,1557,BMW,5-Series,2021,"54,000 mi",Diesel Hybrid,2.0,United Kingdom,No,1.0,"€45,995"
1482,1558,Ford,Focus,2010,"160,000 mi",Diesel,1.6,Ireland,Unknown,2.0,"€2,750"
1483,1559,Kia,Ceed,2018,"103,000 mi",Diesel,1.6,Ireland,N. Ireland,1.0,"€15,750"
1484,1561,Ford,Focus,2015,"122,339 km",Diesel,1.6,Ireland,Unknown,4.0,"€10,450"
1485,1562,Hyundai,KONA,2021,"13,501 km",Petrol Hybrid,1.6,United Kingdom,No,1.0,"€27,950"
1486,1563,Audi,A1,2013,"56,000 mi",Petrol,1.4,Ireland,Unknown,0.0,"€11,995"
1487,1564,Volkswagen,Golf,2016,"18,000 km",Petrol,1.2,Ireland,Unknown,0.0,"€16,950"
1488,1566,Mitsubishi,ASX,2014,"220,150 km",Diesel,1.8,Ireland,No,1.0,"€5,950"
1489,1567,Mercedes-Benz,E-Class,2013,"158,364 km",Diesel,2.1,Ireland,UK,4.0,"€12,950"
1490,1568,Land Rover,Range Rover,2017,"92,500 mi",Diesel,3.0,Ireland,N. Ireland,2.0,"€57,950"
1491,1569,BMW,X3,2015,"108,000 km",Diesel,2.0,Ireland,UK,1.0,"€23,950"
1492,1570,Ford,Fiesta,2016,"137,254 km",Petrol,1.0,Ireland,N. Ireland,2.0,"€8,450"
1493,1571,Hyundai,i30,2015,"198,541 km",Diesel,1.6,Ireland,UK,1.0,"€9,950"
1494,1572,Mercedes-Benz,E-Class,2010,"274,026 km",Diesel,3.0,Ireland,No,7.0,"€9,500"
1495,1573,Toyota,Auris,2008,"180,000 km",Diesel,1.4,Ireland,UK,2.0,"€3,550"
1496,1574,Volkswagen,Golf,2003,"100,450 km",Petrol,1.4,Ireland,No,3.0,"€1,250"
1497,1575,Land Rover,Range Rover Sport,2016,"109,000 mi",Diesel,3.0,Ireland,UK,3.0,"€43,000"
1498,1577,Skoda,Octavia,2021,"99,700 km",Diesel,2.0,Ireland,No,1.0,"€29,950"
1499,1578,Skoda,KAMIQ,2021,"35,694 km",Petrol,1.0,Ireland,No,1.0,"€24,950"
1500,1579,Hyundai,ix35,2011,"276,890 km",Diesel,1.7,Ireland,No,4.0,"€5,750"
1501,1580,Skoda,Octavia,2021,"56,000 km",Petrol,1.0,Ireland,No,1.0,"€27,995"
1502,1581,Volkswagen,Arteon,2023,"9,351 km",Diesel,2.0,Ireland,No,1.0,"€46,995"
1503,1583,Lexus,RX,2016,"86,932 mi",Hybrid,3.5,Ireland,No,3.0,"€32,995"
1504,1584,Peugeot,RIFTER,2019,"67,405 km",Diesel,1.5,Ireland,UK,2.0,"€35,500"
1505,1585,Mitsubishi,Outlander,2017,"100,000 mi",Diesel,2.3,Ireland,UK,1.0,"€22,950"
1506,1586,Volkswagen,Golf,2014,"53,100 mi",Petrol,1.4,Ireland,Unknown,1.0,"€14,450"
1507,1587,BMW,5-Series,2017,"161,995 km",Petrol Plug-in Hybrid,2.0,Ireland,UK,3.0,"€28,950"
1508,1588,Renault,Captur,2019,"79,000 km",Petrol,0.9,Ireland,No,2.0,"€15,990"
1509,1589,BMW,5-Series,2021,"69,000 km",Petrol Plug-in Hybrid,2.0,United Kingdom,No,1.0,"€45,950"
1510,1590,Kia,Ceed,2010,261 km,Diesel,1.6,Ireland,No,3.0,"€2,295"
1511,1591,Land Rover,Discovery Sport,2015,"196,457 km",Diesel,2.0,Ireland,No,4.0,"€18,950"
1512,1592,Volvo,XC70,2008,"194,000 mi",Diesel,2.4,Ireland,No,8.0,"€6,750"
1513,1594,Nissan,Leaf,2021,"11,000 km",Electric,1.6,United Kingdom,No,1.0,"€24,895"
1514,1595,Jaguar,XF,2016,"101,000 mi",Diesel,2.0,Ireland,UK,4.0,€1
1515,1596,Volkswagen,Up!,2020,"2,607 mi",Petrol,1.0,Ireland,Unknown,1.0,"€14,450"
1516,1597,Peugeot,2008,2018,"68,816 mi",Petrol,1.2,Ireland,Unknown,1.0,"€14,850"
1517,1598,Honda,Civic,2018,"116,700 km",Petrol,1.0,Ireland,No,1.0,"€20,950"
1518,1599,Volkswagen,ID.4,2024,10 km,Electric,1.6,Ireland,Unknown,0.0,"€23,500"
1519,1600,Opel,Insignia,2009,"358,759 km",Diesel,2.0,Ireland,No,4.0,"€1,995"
1520,1601,Audi,Q2,2017,"87,380 mi",Petrol,1.0,Ireland,No,2.0,"€21,950"
1521,1603,Toyota,Vitz,2018,"109,000 km",Petrol Hybrid,1.5,Ireland,Unknown,1.0,"€13,999"
1522,1604,Nissan,Qashqai,2013,"70,000 mi",Diesel,1.5,Ireland,No,3.0,"€7,995"
1523,1605,Opel,Combo,2022,"30,000 km",Diesel,1.5,Ireland,No,1.0,"€17,450"
1524,1606,BMW,5-Series,2013,"124,000 mi",Diesel,2.0,Ireland,UK,3.0,"€15,950"
1525,1607,Ford,Fiesta,2014,"230,000 km",Petrol,1.2,Ireland,No,2.0,"€6,750"
1526,1608,Kia,Rio,2023,"13,000 km",Petrol,1.2,Ireland,No,1.0,"€21,900"
1527,1609,Skoda,Superb,2019,"206,941 km",Diesel,2.0,Ireland,No,1.0,"€19,999"
1528,1610,Land Rover,Range Rover Sport,2018,"102,230 mi",Diesel,3.0,Ireland,No,2.0,"€48,950"
1529,1611,Honda,Accord,2013,"278,000 km",Diesel,2.2,Ireland,No,2.0,"€6,500"
1530,1612,Ford,Puma,2021,"56,000 km",Petrol,1.0,Ireland,No,1.0,"€28,500"
1531,1613,Audi,A4,2013,"178,000 mi",Diesel,2.0,Ireland,No,6.0,"€9,500"
1532,1614,Audi,Q7,2021,"61,086 mi",Hybrid,3.0,United Kingdom,No,1.0,"€67,990"
1533,1615,Ford,S-MAX,2019,"84,000 km",Diesel,2.0,Ireland,UK,1.0,"€31,995"
1534,1616,BMW,1-Series,2018,"50,047 mi",Diesel,1.5,United Kingdom,No,1.0,"€19,995"
1535,1617,Audi,Q4 e-tron,2024,18 km,Electric,1.6,Ireland,No,2.0,"€69,675"
1536,1618,Volkswagen,Arteon,2018,"155,000 mi",Diesel,2.0,Ireland,No,2.0,"€24,950"
1537,1619,Renault,Clio,2006,"172,000 km",Petrol,1.1,Ireland,No,1.0,"€1,650"
1538,1621,Skoda,SCALA,2022,"67,443 km",Petrol,1.0,Ireland,No,1.0,"€19,495"
1539,1622,Skoda,Superb,2015,"229,795 mi",Diesel,2.0,Ireland,UK,2.0,"€8,500"
1540,1623,Audi,A4,2020,"88,746 km",Diesel,2.0,Ireland,No,1.0,"€30,850"
1541,1624,Renault,Zoe,2017,"64,470 mi",Electric,1.6,Ireland,No,2.0,"€13,950"
1542,1625,Audi,Q4 e-tron,2024,"2,500 km",Electric,1.6,Ireland,No,2.0,"€56,900"
1543,1626,Honda,Fit,2016,"50,000 mi",Petrol Hybrid,1.5,Ireland,Unknown country,1.0,"€12,400"
1544,1627,Kia,Venga,2016,"43,000 km",Petrol,1.4,Ireland,No,2.0,"€11,995"
1545,1628,Ford,Kuga,2019,"84,280 km",Diesel,1.5,Ireland,No,2.0,"€25,995"
1546,1629,Ford,Fiesta,2021,"16,000 km",Petrol,1.1,Ireland,No,1.0,"€20,000"
1547,1630,Skoda,Octavia,2014,"145,000 mi",Diesel,1.6,Ireland,UK,2.0,"€6,650"
1548,1631,Audi,TT,2013,"116,000 mi",Petrol,1.8,Ireland,N. Ireland,2.0,"€13,950"
1549,1632,Volvo,XC90,2018,"104,000 km",Diesel,2.0,Ireland,UK,1.0,"€49,950"
1550,1633,Nissan,Qashqai,2017,"107,000 km",Diesel,1.5,Ireland,N. Ireland,1.0,"€9,950"
1551,1634,Volkswagen,Golf,2010,"114,045 mi",Diesel,1.6,Ireland,UK,2.0,"€4,750"
1552,1635,Ford,Focus,2012,"184,034 mi",Diesel,1.6,Ireland,UK,3.0,"€4,500"
1553,1636,Jaguar,F-Type,2018,"40,000 km",Petrol,2.0,Ireland,UK,2.0,"€54,995"
1554,1637,Mini,Cooper,2016,"94,178 mi",Diesel,1.5,Ireland,UK,1.0,"€15,695"
1555,1638,Toyota,Yaris,2019,"143,000 km",Petrol,1.0,Ireland,No,3.0,"€11,995"
1556,1639,Nissan,Qashqai+2,2010,"253,277 km",Diesel,1.5,Ireland,No,4.0,"€4,950"
1557,1640,Dacia,Sandero Stepway,2021,"6,349 km",Diesel,1.5,Ireland,No,2.0,"€16,950"
1558,1641,Audi,Q2,2019,"21,560 mi",Petrol,1.0,Ireland,No,2.0,"€27,950"
1559,1642,Volkswagen,Golf,2015,"139,000 mi",Diesel,1.6,Ireland,No,8.0,"€11,500"
1560,1643,Toyota,RAV4,2014,"198,000 km",Diesel,2.0,Ireland,No,2.0,"€12,000"
1561,1644,Hyundai,Tucson,2016,"81,402 mi",Diesel,1.7,Ireland,No,2.0,"€17,450"
1562,1645,Kia,Rio,2010,"223,780 km",Diesel,1.5,Ireland,Unknown,4.0,"€2,499"
1563,1646,Peugeot,Partner,2021,"65,000 km",Diesel,1.5,Ireland,No,2.0,"€18,499"
1564,1647,Fiat,Scudo,2024,0 km,Diesel,1.5,Ireland,No,2.0,"€29,967"
1565,1648,BMW,3-Series,2010,"148,000 mi",Diesel,2.0,Ireland,No,8.0,"€6,250"
1566,1649,BMW,5-Series,2008,"190,000 mi",Diesel,2.0,Ireland,No,6.0,"€1,500"
1567,1650,Mercedes-Benz,CLA-Class,2020,"73,074 km",Diesel,1.5,Ireland,No,2.0,"€36,900"
1568,1651,Hyundai,IONIQ 6,2024,2 km,Electric,1.6,Ireland,No,2.0,"€61,815"
1569,1652,Mini,Cooper,2024,501 km,Petrol,1.5,Ireland,No,2.0,"€35,950"
1570,1653,Ford,Kuga,2017,"86,000 mi",Diesel,1.5,Ireland,No,2.0,"€17,500"
1571,1654,Kia,Ceed,2023,"10,500 km",Diesel Hybrid,1.6,Ireland,No,0.0,"€29,500"
1572,1655,Hyundai,IONIQ 5,2022,"49,259 km",Electric,1.6,Ireland,No,1.0,"€31,945"
1573,1656,Mercedes-Benz,CLS-Class,2022,"58,255 km",Diesel,2.9,Ireland,No,1.0,"€89,950"
1574,1657,Skoda,Yeti,2014,"180,000 km",Diesel,2.0,Ireland,No,2.0,"€10,950"
1575,1659,Hyundai,Sonata,2009,"295,372 km",Diesel,2.0,Ireland,No,5.0,"€3,250"
1576,1660,Volkswagen,Polo,2013,"70,700 km",Petrol,1.2,Ireland,Unknown country,2.0,"€9,500"
1577,1661,Honda,Fit,2015,"53,000 mi",Hybrid,1.5,Ireland,No,1.0,"€10,450"
1578,1662,Audi,A3,2018,"99,000 km",Petrol,1.0,Ireland,No,3.0,"€23,950"
1579,1663,Audi,A6,2016,"107,000 mi",Diesel,2.0,Ireland,UK,2.0,"€22,950"
1580,1664,BMW,i8,2017,"41,000 mi",Petrol Plug-in Hybrid,1.5,Ireland,UK,2.0,"€61,995"
1581,1665,Mercedes-Benz,CLA-Class,2023,"5,686 km",Petrol Plug-in Hybrid,1.3,Ireland,No,1.0,"€65,950"
1582,1666,Audi,A6,2017,"85,000 mi",Diesel,2.0,Ireland,UK,1.0,"€27,000"
1583,1667,Toyota,Yaris,2018,"68,650 km",Petrol,1.0,Ireland,No,1.0,"€12,950"
1584,1668,Volkswagen,Touran,2017,"127,000 km",Petrol,1.4,Ireland,Unknown country,2.0,"€20,950"
1585,1669,Lexus,UX250H,2023,501 km,Petrol Hybrid,2.0,Northern Ireland,No,1.0,"€47,800"
1586,1670,Nissan,Micra,2023,"17,500 km",Petrol,1.0,Ireland,No,1.0,"€22,500"
1587,1671,Nissan,Juke,2016,"114,157 km",Petrol,1.2,Ireland,No,1.0,"€12,950"
1588,1672,Jaguar,XF,2017,"154,000 km",Diesel,2.0,Ireland,No,3.0,"€18,500"
1589,1673,Toyota,Yaris,2016,"18,123 mi",Petrol,1.0,Northern Ireland,No,1.0,"€13,995"
1590,1674,Skoda,Karoq,2020,"98,200 km",Diesel,1.6,Ireland,No,1.0,"€26,950"
1591,1675,Volkswagen,Golf,2018,"94,000 km",Petrol,1.2,Other,No,1.0,"€19,250"
1592,1676,BMW,4-Series,2015,"132,000 mi",Diesel,2.0,Ireland,UK,2.0,"€16,750"
1593,1677,Land Rover,Range Rover Evoque,2016,"70,728 km",Diesel,2.0,Ireland,UK,1.0,"€21,000"
1594,1678,Vauxhall,Zafira,2016,"68,000 mi",Diesel,1.6,Ireland,UK,2.0,"€11,750"
1595,1679,Mazda,6,2010,"255,000 mi",Diesel,2.2,Ireland,UK,4.0,"€2,890"
1596,1680,Skoda,ENYAQ,2024,50 km,Electric,1.6,Ireland,No,2.0,"€55,272"
1597,1681,Volkswagen,Golf,2022,"45,000 km",Petrol,1.5,Ireland,No,2.0,"€34,950"
1598,1682,Volkswagen,CC,2015,"129,000 mi",Diesel,2.0,Ireland,UK,1.0,"€12,500"
1599,1683,Skoda,Superb,2020,"78,500 km",Diesel,2.0,Ireland,No,2.0,"€29,900"
1600,1684,Audi,Q3,2018,"171,940 km",Diesel,2.0,Ireland,No,2.0,€0
1601,1685,Land Rover,Range Rover Sport,2016,"69,500 mi",Diesel,3.0,Ireland,UK,1.0,"€50,995"
1602,1686,Mini,ONE,2011,"50,000 mi",Petrol,1.6,Ireland,Unknown country,2.0,"€10,150"
1603,1687,Honda,Jazz,2014,"65,451 mi",Petrol,1.2,Ireland,UK,4.0,"€8,500"
1604,1688,Nissan,X-Trail,2016,"156,385 km",Diesel,1.6,Ireland,UK,1.0,"€19,490"
1605,1689,Renault,Fluence,2015,"122,450 km",Diesel,1.5,Ireland,No,5.0,"€7,700"
1606,1690,Mercedes-Benz,E-Class,2017,"99,800 km",Diesel,2.0,Ireland,UK,2.0,"€25,800"
1607,1691,Honda,Civic,2013,"98,000 km",Diesel,1.6,Ireland,No,1.0,"€9,990"
1608,1692,Volkswagen,Polo,2016,"59,000 mi",Petrol,1.2,Ireland,Unknown country,1.0,"€13,990"
1609,1693,Hyundai,Tucson,2018,"89,000 km",Diesel,1.7,Ireland,No,3.0,"€22,000"
1610,1694,Ford,Fiesta,2014,"84,000 km",Petrol,1.2,Ireland,No,3.0,"€8,950"
1611,1695,Skoda,Fabia,2021,"40,414 km",Petrol,1.0,Ireland,No,1.0,"€16,950"
1612,1696,Toyota,Yaris,2016,"136,702 mi",Petrol,1.0,Ireland,No,4.0,"€9,950"
1613,1697,Volkswagen,T-Roc,2019,"110,723 km",Diesel,1.6,Ireland,No,2.0,"€19,950"
1614,1698,Volkswagen,Golf,2012,"123,000 km",Petrol,1.4,Ireland,Unknown country,1.0,"€8,700"
1615,1699,Volkswagen,Caddy,2019,"80,000 km",Diesel,2.0,Ireland,No,3.0,"€14,950"
1616,1700,Hyundai,i30,2022,"36,523 km",Petrol,1.0,Ireland,No,1.0,"€23,400"
1617,1701,Toyota,Yaris,2015,"97,721 km",Petrol,1.0,Ireland,No,2.0,"€11,995"
1618,1702,Toyota,Yaris,2021,"56,000 mi",Petrol,1.0,Ireland,No,1.0,"€18,950"
1619,1703,Audi,A4,2008,"200,000 km",Diesel,2.0,Ireland,No,3.0,"€1,200"
1620,1704,Peugeot,2008,2016,"134,001 km",Diesel,1.6,Ireland,No,2.0,"€12,950"
1621,1705,Audi,A3,2016,"53,000 km",Petrol,1.4,Ireland,Unknown,1.0,"€18,950"
1622,1706,Mazda,6,2019,"125,000 mi",Petrol,2.0,Ireland,No,1.0,"€14,950"
1623,1707,Toyota,RAV4,2016,"210,999 km",Diesel,2.0,Ireland,No,2.0,"€13,995"
1624,1708,Ford,Focus,2021,"53,235 km",Diesel,1.5,Ireland,No,2.0,"€26,450"
1625,1709,Volkswagen,Golf,2005,"215,600 km",Petrol,1.4,Ireland,No,8.0,"€2,250"
1626,1710,Toyota,Prius,2010,"138,000 mi",Petrol Hybrid,1.8,Ireland,UK,1.0,"€5,500"
1627,1711,Honda,CR-V,2020,"54,470 km",Petrol Hybrid,2.0,Ireland,No,1.0,"€39,950"
1628,1712,Citroen,Grand C4 Picasso,2015,"299,000 km",Diesel,1.6,Ireland,No,2.0,"€6,950"
1629,1713,Audi,A4,2013,"265,000 km",Diesel,2.0,Ireland,UK,3.0,"€10,500"
1630,1715,Volkswagen,Polo,2017,"132,000 km",Petrol,1.0,Ireland,No,2.0,"€12,950"
1631,1716,Toyota,Prius,2016,"79,340 mi",Petrol Hybrid,1.8,Ireland,Unknown country,2.0,"€15,700"
1632,1717,Peugeot,2008,2021,"73,701 km",Petrol,1.2,Ireland,No,1.0,"€22,950"
1633,1718,Toyota,Prius,2015,"94,999 km",Petrol Hybrid,1.8,Ireland,Unknown country,2.0,"€14,750"
1634,1719,Audi,e-tron,2023,"4,345 mi",Electric,1.6,United Kingdom,No,1.0,"€69,945"
1635,1720,Nissan,Micra,2018,"72,200 km",Petrol,1.0,Ireland,No,3.0,"€13,995"
1636,1721,Skoda,Kodiaq,2017,"140,000 km",Petrol,1.4,Ireland,No,3.0,"€23,950"
1637,1722,BMW,X5,2021,"95,000 mi",Petrol Hybrid,3.0,Ireland,No,1.0,"€62,000"
1638,1723,Peugeot,3008,2018,"88,000 mi",Diesel,1.5,Ireland,No,1.0,"€21,995"
1639,1724,Mercedes-Benz,A-Class,2014,"136,045 km",Petrol,1.6,Ireland,Unknown,2.0,"€13,150"
1640,1725,BMW,1-Series,2014,"73,322 mi",Petrol,1.6,Ireland,No,2.0,"€12,950"
1641,1726,Volkswagen,Passat,2010,"185,000 mi",Diesel,1.6,Ireland,No,4.0,"€2,950"
1642,1727,Skoda,Octavia,2020,"45,060 km",Diesel,2.0,Ireland,No,1.0,"€28,950"
1643,1728,Kia,Xceed,2023,"14,087 mi",Hybrid,1.6,Ireland,No,1.0,"€33,995"
1644,1729,Volkswagen,Arteon,2020,"80,000 km",Diesel,2.0,Ireland,No,2.0,"€42,500"
1645,1730,Land Rover,Range Rover,2019,"78,406 km",Diesel,2.0,Ireland,No,2.0,"€34,995"
1646,1731,Kia,EV9,2024,10 mi,Electric,1.6,Ireland,No,2.0,"€79,900"
1647,1732,Toyota,Avensis,2010,"245,215 km",Diesel,2.0,Ireland,No,9.0,"€4,650"
1648,1733,Tesla,MODEL X,2018,"99,000 km",Electric,1.6,Ireland,No,1.0,"€59,900"
1649,1734,Mercedes-Benz,E-Class,2018,"86,999 km",Diesel,2.0,Ireland,UK,1.0,"€29,950"
1650,1735,Renault,Clio,2014,"103,000 mi",Diesel,1.5,Ireland,UK,1.0,"€6,500"
1651,1736,Volkswagen,Golf,2015,"96,000 km",Petrol,2.0,Ireland,UK,2.0,"€21,900"
1652,1737,Volkswagen,Golf,2024,20 km,Diesel,2.0,Ireland,No,2.0,"€45,950"
1653,1738,Opel,Grandland X,2019,"76,862 km",Diesel,1.6,Ireland,No,3.0,"€20,750"
1654,1739,Volkswagen,Jetta,2016,"125,371 mi",Diesel,2.0,Ireland,UK,3.0,"€10,250"
1655,1740,Volkswagen,Golf,2014,"82,050 mi",Petrol,1.2,Ireland,Unknown,0.0,"€12,250"
1656,1741,Volvo,V40,2014,"67,000 mi",Diesel,1.6,Ireland,N. Ireland,1.0,"€11,750"
1657,1742,Vauxhall,Corsa,2009,103 mi,Petrol,1.0,Ireland,UK,5.0,"€2,450"
1658,1743,Kia,Optima,2019,"95,680 mi",Diesel,1.6,Other,No,1.0,"€22,995"
1659,1744,Toyota,Corolla,2022,"20,575 km",Petrol Hybrid,1.8,Ireland,No,1.0,"€32,450"
1660,1745,Volvo,XC40,2023,"11,546 km",Electric,1.6,Ireland,No,1.0,"€47,995"
1661,1746,Volkswagen,T-Roc,2024,4 km,Diesel,2.0,Ireland,No,2.0,"€39,500"
1662,1747,Toyota,Aqua,2021,"32,370 km",Hybrid,1.5,Ireland,Unknown country,2.0,"€20,950"
1663,1748,Land Rover,Defender,2023,"26,250 mi",Petrol Plug-in Hybrid,2.0,Ireland,UK,1.0,"€114,950"
1664,1749,Peugeot,RIFTER,2024,0 km,Diesel,1.5,Ireland,Unknown,0.0,"€42,500"
1665,1750,Mitsubishi,Mirage,2014,"88,000 km",Petrol,1.0,Ireland,Unknown country,2.0,"€6,495"
