index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
3536,Hyundai,Tucson,2006,851762578,Petrol,2.0,Ireland,No,5.0,2600
3537,Audi,A3,2015,81600,Petrol,1.4,Ireland,Unknown country,1.0,15450
3538,Toyota,Corolla,2020,66587,Hybrid,1.8,Ireland,No,1.0,26888
3539,BMW,X5,2017,144810,Diesel,3.0,Ireland,No,1.0,44500
3540,Hyundai,i30,2010,198996,Petrol,1.4,Ireland,UK,2.0,2950
3541,Volkswagen,Polo,2014,122000,Petrol,1.2,Ireland,No,2.0,9500
3542,Mercedes-Benz,C-Class,2020,78233,Hybrid,2.0,Ireland,UK,2.0,36990
3543,Toyota,Corolla,2021,29000,Hybrid,1.8,Ireland,No,2.0,27945
3544,Hyundai,i10,2016,78841,Petrol,1.2,United Kingdom,No,3.0,9499
3545,Renault,Clio,2016,140000,Petrol,1.1,Ireland,No,4.0,8750
3546,Hyundai,KONA,2019,85837,Electric,1.6,Ireland,Unknown,1.0,21950
3547,Suzuki,Ignis,2016,80450,Petrol,1.2,Ireland,Unknown country,1.0,8999
3548,Honda,Fit,2017,90000,Petrol Hybrid,1.5,Ireland,Unknown,1.0,13999
3549,Volkswagen,T-CROSS,2023,18838,Petrol,1.0,Ireland,No,1.0,26895
3550,Volkswagen,Beetle,2013,95000,Petrol,1.2,Ireland,Unknown country,1.0,13950
3551,Skoda,Superb,2012,269,Diesel,2.0,Ireland,No,6.0,4995
3552,Ford,Mondeo,2016,269000,Diesel,1.5,Ireland,No,3.0,6050
3553,Skoda,KAMIQ,2020,44000,Petrol,1.0,Ireland,No,1.0,20495
3555,Volkswagen,Golf,2021,13980,Petrol,1.5,Ireland,No,1.0,32945
3556,Renault,Master,2020,155000,Diesel,2.3,Ireland,No,1.0,18695
3557,Toyota,Avensis,2006,111021,Petrol,1.6,Ireland,No,1.0,2295
3558,Skoda,Octavia,2019,125885,Diesel,2.0,Ireland,No,1.0,27750
3559,Toyota,Auris,2009,181817,Petrol,1.3,Ireland,UK,3.0,3750
3561,Volkswagen,Passat,2008,330000,Diesel,2.0,Ireland,No,5.0,2450
3562,SEAT,Toledo,2013,205000,Diesel,1.6,Ireland,No,5.0,5245
3563,Volkswagen,Passat,2017,110215,Diesel,1.6,Ireland,UK,1.0,16950
3564,Ford,C-MAX,2013,263876,Diesel,1.6,Ireland,UK,2.0,4950
3565,Toyota,Corolla,2023,9335,Hybrid,1.8,Ireland,No,1.0,34950
3566,Citroen,Berlingo Multispace,2019,127019,Diesel,1.5,Northern Ireland,No,1.0,19950
3567,Audi,A4,2014,230000,Diesel,2.0,Ireland,UK,1.0,8950
3568,Nissan,Micra,2009,72033,Petrol,1.2,Ireland,No,2.0,5495
3569,Toyota,Prius,2015,144392,Hybrid,1.8,Ireland,No,1.0,15950
3570,Volkswagen,Passat,2020,86000,Diesel,2.0,Ireland,UK,0.0,29450
3571,Ford,Focus,2015,268300,Diesel,2.0,Ireland,UK,2.0,13900
3572,Opel,Crossland X,2022,10,Petrol,1.2,Ireland,No,1.0,23950
3573,BMW,5-Series,2020,101730,Diesel,3.0,Ireland,UK,1.0,45950
3574,Nissan,Pulsar,2015,168896,Diesel,1.5,Ireland,No,4.0,9750
3575,Honda,VEZEL,2017,82801,Petrol Hybrid,1.5,Ireland,Unknown country,2.0,21500
3576,Nissan,Note,2014,94931,Petrol,1.2,Ireland,Unknown country,1.0,8995
3577,Skoda,Octavia,2016,127500,Diesel,2.0,Ireland,No,2.0,17000
3578,Renault,Clio,2020,21072,Petrol,1.0,Ireland,No,1.0,18995
3579,Ford,Focus,2014,176509,Diesel,1.6,Ireland,No,2.0,8950
3580,Peugeot,3008,2017,132500,Diesel,1.6,Ireland,No,2.0,18900
3581,Toyota,Corolla,2016,142000,Diesel,1.4,Ireland,No,2.0,12000
3582,Volkswagen,Tiguan,2023,25000,Diesel,2.0,Ireland,No,1.0,49945
3583,BMW,7-Series,2016,107000,Diesel,3.0,Ireland,UK,4.0,35500
3584,Hyundai,i20,2024,2,Petrol,1.2,Ireland,No,2.0,25845
3585,Toyota,Yaris,2019,35000,Petrol Hybrid,1.5,Ireland,No,1.0,16950
3586,Audi,A3,2019,112430,Diesel,1.6,Ireland,No,1.0,28800
3587,Audi,A3,2019,68824,Petrol,1.0,Ireland,No,1.0,25900
3588,Toyota,Corolla,2020,19444,Hybrid,1.8,Ireland,No,1.0,25950
3589,Toyota,RAV4,2014,208289,Diesel,2.0,Ireland,No,2.0,12550
3590,BMW,3-Series,2019,113999,Petrol Plug-in Hybrid,2.0,Ireland,Unknown country,2.0,31900
3591,Hyundai,i40,2013,195333,Diesel,1.7,Ireland,No,5.0,5650
3592,Honda,Fit,2017,104585,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,12990
3593,Land Rover,Range Rover,2014,286402,Diesel,3.0,Ireland,No,3.0,32995
3594,BMW,3-Series,2021,97833,Diesel,2.0,Ireland,No,1.0,1
3595,Nissan,Micra,2017,80932,Petrol,1.2,Ireland,No,1.0,11950
3596,Nissan,Micra,2006,2,Petrol,1.2,Ireland,No,5.0,1500
3597,Nissan,Leaf,2015,83104,Electric,1.6,Ireland,UK,2.0,7750
3598,Kia,Sportage,2019,110500,Diesel,1.6,Ireland,No,1.0,23500
3599,Volkswagen,Golf,2018,107000,Electric,1.6,Ireland,N. Ireland,2.0,18995
3600,Peugeot,2008,2021,55721,Petrol,1.2,Ireland,No,1.0,25950
3601,BMW,4-Series,2019,138374,Diesel,2.0,Ireland,No,1.0,34950
3602,Renault,Arkana,2024,12,Petrol,1.6,Ireland,No,2.0,42765
3603,BMW,5-Series,2018,58085,Petrol Plug-in Hybrid,2.0,Ireland,No,1.0,31900
3604,Volkswagen,Golf,2018,86000,Petrol,1.0,Ireland,No,2.0,21495
3605,Toyota,C-HR,2019,62627,Petrol Hybrid,1.8,Ireland,No,1.0,23700
3606,Mazda,CX-5,2016,175381,Diesel,2.2,Ireland,No,1.0,16950
3607,Hyundai,Tucson,2016,131307,Diesel,1.7,United Kingdom,No,2.0,15950
3608,Renault,Captur,2022,20000,Petrol,1.0,Ireland,No,1.0,26990
3609,Honda,Accord,2013,143999,Petrol Hybrid,2.0,Ireland,Unknown country,1.0,12900
3610,Volvo,XC60,2021,40864,Diesel,2.0,Ireland,UK,1.0,53800
3611,Volvo,XC60,2017,129000,Diesel,2.0,Ireland,No,1.0,24950
3612,Ford,Kuga,2017,147000,Diesel,1.5,Ireland,No,2.0,18950
3613,Volkswagen,Golf,2019,106918,Petrol,1.2,Ireland,No,2.0,20950
3614,Dacia,Sandero Stepway,2016,173772,Diesel,1.5,Ireland,No,2.0,8450
3615,Skoda,Superb,2021,106400,Diesel,2.0,Ireland,No,1.0,36950
3616,Nissan,Leaf,2014,127111,Electric,1.6,Ireland,No,7.0,6990
3617,Mercedes-Benz,C-Class,2012,318582,Diesel,2.1,Ireland,UK,2.0,8950
3618,Peugeot,208,2013,122109,Petrol,1.0,Ireland,No,4.0,6950
3619,Toyota,Camry,2014,110999,Petrol Hybrid,2.5,Ireland,No,1.0,15950
3620,Kia,EV6,2023,18000,Electric,1.6,Ireland,No,1.0,50995
3621,Citroen,C4,2023,10,Diesel,1.5,Ireland,No,2.0,50250
3622,Peugeot,308,2009,233000,Diesel,1.6,Ireland,No,5.0,1950
3623,Opel,Insignia,2012,220000,Diesel,2.0,Ireland,No,2.0,1650
3624,Opel,Insignia,2015,160000,Diesel,2.0,Ireland,No,3.0,7000
3625,BMW,iX3,2022,32757,Electric,1.6,Ireland,No,2.0,64950
3626,Ford,EcoSport,2019,36582,Petrol,1.0,Ireland,No,2.0,18995
3627,Ford,Fiesta,2017,61000,Petrol,1.2,Ireland,No,2.0,13350
3628,Nissan,Leaf,2021,18720,Electric,1.6,Ireland,No,1.0,22495
3629,Ford,Kuga,2017,98000,Diesel,2.0,Ireland,Unknown,2.0,25950
3630,Mini,ONE,2016,54706,Petrol,1.2,Ireland,UK,1.0,14750
3631,Renault,Clio,2007,290449,Petrol,1.1,Ireland,No,5.0,0
3632,Skoda,Superb,2010,28318,Diesel,1.9,Ireland,UK,2.0,3400
3633,Renault,Clio,2010,67000,Ethanol Petrol,1.1,Ireland,No,8.0,3850
3634,Volvo,XC90,2021,62751,Diesel Hybrid,2.0,United Kingdom,No,1.0,86995
3635,Mercedes-Benz,E-Class,2012,308366,Diesel,2.1,Ireland,UK,3.0,9995
3636,Hyundai,ix35,2014,167336,Diesel,1.7,Ireland,UK,2.0,11999
3637,Volkswagen,Golf,2018,140425,Diesel,1.6,Ireland,No,2.0,18400
3638,Audi,A4,2009,315364,Diesel,2.0,Ireland,UK,8.0,3500
3639,Mercedes-Benz,A-Class,2021,47200,Petrol,1.3,Ireland,No,1.0,35950
3640,Ford,S-MAX,2012,288011,Diesel,2.0,Ireland,UK,2.0,5150
3641,Nissan,Juke,2020,37293,Petrol,1.0,Ireland,No,1.0,21950
3642,Audi,A4,2016,132430,Diesel,2.0,United Kingdom,No,2.0,18950
3643,Mercedes-Benz,CLA-Class,2023,34674,Diesel,2.0,Ireland,No,1.0,51895
3644,Skoda,Fabia,2018,118905,Petrol,1.0,Ireland,No,1.0,11900
3645,Volkswagen,ID.7,2024,10,Electric,1.6,Ireland,No,2.0,59995
3646,Nissan,Qashqai,2023,22080,Petrol,1.5,Ireland,No,1.0,38490
3647,BMW,1-Series,2013,216410,Diesel,2.0,Ireland,No,2.0,8750
3648,Volkswagen,Tiguan,2021,82000,Diesel,2.0,Ireland,No,1.0,42950
3650,BMW,3-Series,2015,260000,Diesel,2.0,Ireland,UK,3.0,12000
3651,BMW,M3,2007,122284,Petrol,4.0,Ireland,UK,3.0,27999
3652,Toyota,Auris,2013,246000,Diesel,1.4,Ireland,No,3.0,6700
3653,Ford,Fiesta,2021,87441,Hybrid,1.0,Ireland,No,1.0,19450
3654,Ford,S-MAX,2012,212325,Diesel,2.0,Ireland,N. Ireland,1.0,8950
3655,Opel,Astra,2017,129658,Petrol,1.4,Ireland,Unknown,3.0,10900
3656,Nissan,March,2018,47626,Petrol,1.2,Ireland,Unknown country,1.0,11490
3657,Volkswagen,Up!,2015,36000,Petrol,1.0,Ireland,Unknown,1.0,9850
3658,Volkswagen,Golf,2012,305710,Diesel,1.6,Ireland,UK,2.0,6450
3659,BMW,X5,2015,297665,Diesel,2.0,Ireland,No,2.0,29950
3660,Audi,A4,2013,262492,Diesel,2.0,Ireland,UK,2.0,9000
3661,Renault,Kadjar,2020,35000,Petrol,1.3,Ireland,No,2.0,24950
3662,Volkswagen,CC,2012,310,Diesel,2.0,Ireland,UK,2.0,6750
3663,Mercedes-Benz,B-Class,2015,90481,Petrol,1.6,Ireland,No,1.0,17950
3664,Vauxhall,Corsa,2014,139983,Petrol,1.4,Ireland,UK,1.0,6450
3665,Opel,Mokka,2024,2800,Petrol,1.2,Ireland,No,2.0,34695
3666,Land Rover,Discovery Sport,2019,59031,Diesel,2.0,Ireland,No,2.0,35950
3667,Volkswagen,Golf,2013,209170,Diesel,2.0,Ireland,UK,1.0,12950
3668,Kia,Rio,2009,233305,Petrol,1.4,Ireland,UK,3.0,2395
3669,BMW,5-Series,2016,117457,Diesel,3.0,Ireland,UK,1.0,28950
3670,Volkswagen,Up!,2012,54615,Petrol,1.0,Ireland,No,4.0,6495
3671,Mercedes-Benz,B-Class,2014,110000,Petrol,1.6,Ireland,No,1.0,12950
3672,Volkswagen,Passat,2019,128720,Diesel,2.0,Northern Ireland,No,1.0,21700
3673,Hyundai,i30,2008,220433,Petrol,1.6,Ireland,UK,5.0,2000
3674,Audi,A1,2017,76152,Petrol,1.4,Ireland,N. Ireland,2.0,17950
3675,Peugeot,208,2017,107000,Petrol,1.2,Ireland,No,1.0,9695
3676,Volkswagen,Passat,2012,160000,Diesel,2.0,Ireland,UK,3.0,7000
3677,Toyota,Camry,2016,107148,Petrol Hybrid,2.5,Ireland,Unknown,0.0,18500
3678,Volkswagen,ID.3,2024,11,Electric,1.6,Ireland,No,2.0,35700
3679,Volkswagen,Touareg,2018,142000,Diesel,3.0,Ireland,No,1.0,30000
3680,Hyundai,Tucson,2024,1,Diesel,1.6,Ireland,No,2.0,42745
3681,Opel,Grandland X,2024,0,Petrol Plug-in Hybrid,1.6,Ireland,No,2.0,51695
3682,Nissan,Note,2020,36522,Petrol,1.2,Ireland,Unknown country,1.0,15500
3683,Mercedes-Benz,E-Class,2020,110999,Diesel,1.6,Ireland,No,2.0,39950
3684,Nissan,Qashqai,2021,32000,Petrol,1.3,Ireland,No,1.0,27500
3685,Ford,Focus,2020,20750,Petrol,1.0,Ireland,N. Ireland,1.0,19995
3686,Hyundai,Tucson,2016,108000,Diesel,1.7,Ireland,No,2.0,16500
3687,Audi,Q4 e-tron,2024,2500,Electric,1.6,Ireland,No,2.0,55900
3688,Cupra,ATECA,2023,6000,Petrol,1.5,Ireland,No,1.0,54250
3689,Mazda,CX-5,2017,96173,Diesel,2.2,Ireland,No,2.0,18950
3690,Hyundai,Tucson,2016,133000,Diesel,1.7,Ireland,No,3.0,17950
3692,Volvo,XC90,2019,134999,Diesel,2.0,Ireland,No,1.0,49750
3694,Audi,Q7,2024,24,Petrol Hybrid,2.0,Ireland,No,2.0,105000
3695,Audi,A3,2016,71445,Petrol Hybrid,1.4,Ireland,No,2.0,18950
3696,Opel,Insignia,2013,273000,Diesel,2.0,Ireland,No,4.0,3800
3697,Volkswagen,Polo,2014,72405,Petrol,1.2,Ireland,Unknown country,1.0,11790
3698,Citroen,Grand C4 Spacetourer,2020,67578,Diesel,1.5,Northern Ireland,No,1.0,27950
3699,Peugeot,508,2012,220433,Diesel,1.6,Ireland,No,4.0,5950
3700,Audi,A6,2019,101000,Diesel,2.0,Ireland,No,2.0,34000
3701,Honda,Jade,2017,109330,Hybrid,1.5,Ireland,No,1.0,18950
3702,Toyota,Corolla,2022,29804,Petrol Hybrid,1.8,Ireland,No,1.0,25500
3703,Ford,Fiesta,2014,82059,Petrol,1.0,Ireland,No,1.0,8950
3704,Hyundai,Tucson,2024,0,Petrol Plug-in Hybrid,1.6,Ireland,No,2.0,51495
3705,Mercedes-Benz,CLC-Class,2011,156073,Petrol,1.8,Ireland,UK,1.0,5250
3706,Toyota,Corolla,2021,27987,Hybrid,1.8,Ireland,No,1.0,29888
3707,Volkswagen,Golf,2010,317,Diesel,1.6,Ireland,No,4.0,3999
3709,SEAT,Leon,2019,74176,Petrol,1.5,Ireland,No,1.0,18000
3710,BMW,4-Series,2017,113500,Petrol,2.0,Ireland,No,2.0,26995
3711,Volvo,V70,2014,206950,Diesel,2.0,Ireland,UK,2.0,10900
3713,Volkswagen,Up!,2019,42001,Petrol,1.0,Ireland,No,1.0,12950
3714,BMW,3-Series,2019,179375,Diesel,2.0,Ireland,No,1.0,25950
3715,Volkswagen,Passat,2018,234914,Diesel,1.6,UK,No,1.0,17999
3716,Kia,Ceed,2017,139987,Diesel,1.6,Ireland,No,3.0,14949
3717,Ford,Kuga,2011,157009,Diesel,2.0,Ireland,No,3.0,7900
3718,Audi,A6,2021,29950,Diesel,2.0,Ireland,No,3.0,43900
3719,Toyota,C-HR,2018,82807,Hybrid,1.8,Ireland,No,1.0,25750
3720,Nissan,Qashqai,2020,64360,Diesel,1.5,Northern Ireland,No,1.0,17650
3721,Audi,A6,2017,161000,Diesel,2.0,Ireland,No,2.0,20350
3722,Land Rover,Discovery,2016,154000,Diesel,3.0,Ireland,No,2.0,22734
3723,Volkswagen,Golf,2014,79000,Petrol,1.4,Ireland,Unknown country,1.0,13750
3724,Toyota,Auris,2012,159550,Petrol,1.3,Ireland,UK,2.0,5150
3725,Kia,Picanto,2007,181000,Petrol,1.0,Ireland,No,5.0,1650
3726,BMW,X5,2018,125000,Diesel,2.0,Ireland,No,3.0,41500
3727,Nissan,Qashqai,2023,25316,Petrol,1.5,Ireland,No,1.0,38495
3728,Ford,Mondeo,2020,129800,Diesel,2.0,Ireland,No,2.0,24995
3729,Volkswagen,Golf,2013,181817,Petrol,2.0,United Kingdom,No,5.0,11642
3730,Mazda,6,2014,223605,Diesel,2.2,Ireland,UK,1.0,8800
3731,Hyundai,i40,2012,213273,Diesel,1.7,Ireland,UK,1.0,4950
3732,Land Rover,Range Rover Evoque,2022,18956,Hybrid,1.5,United Kingdom,No,1.0,51990
3733,Kia,Rio,2011,250000,Diesel,1.5,Ireland,No,1.0,1650
3734,BMW,4-Series,2018,101500,Diesel,2.0,Ireland,No,3.0,27950
3735,Volkswagen,Up!,2017,51844,Petrol,1.0,Ireland,No,2.0,12950
3737,Mercedes-Benz,CLS-Class,2009,124000,Diesel,3.0,Ireland,No,9.0,9500
3738,Hyundai,Tucson,2023,14371,Petrol Hybrid,1.6,Ireland,No,1.0,40495
3739,Renault,Clio,2022,60657,Petrol,1.0,Ireland,No,1.0,16900
3740,Ford,Mondeo,2016,242999,Diesel,2.0,Ireland,UK,2.0,13950
3741,Mitsubishi,Mirage,2013,99299,Petrol,1.0,Ireland,Unknown country,1.0,6450
3742,Nissan,March,2016,118000,Petrol,1.2,Ireland,Unknown country,1.0,8900
3743,Opel,Astra,2015,162509,Diesel,1.6,Ireland,No,4.0,7200
3744,Toyota,Corolla,2019,48000,Petrol,1.2,Ireland,N. Ireland,1.0,17950
3745,Nissan,X-Trail,2016,110564,Petrol Hybrid,2.0,Ireland,Unknown country,2.0,19500
3746,Toyota,Corolla,2011,305031,Diesel,1.4,Ireland,No,2.0,3950
3747,Volkswagen,Scirocco,2010,257440,Diesel,2.0,Ireland,UK,1.0,7950
3748,Volkswagen,CC,2010,353282,Diesel,2.0,Ireland,UK,2.0,4750
3749,Ford,Mondeo,2013,292462,Diesel,1.6,Ireland,No,3.0,5850
3750,Volvo,XC60,2023,10,Petrol Plug-in Hybrid,1.6,Other,No,2.0,85545
3751,Renault,Grand Scenic,2010,270000,Diesel,1.5,Ireland,No,2.0,1150
3752,Nissan,Note,2010,161000,Petrol,1.4,Ireland,No,1.0,3250
3753,BMW,iX,2023,6550,Electric,1.6,Ireland,No,1.0,89995
3754,Hyundai,KONA,2021,82000,Diesel,1.6,Ireland,No,1.0,26900
3755,Audi,A4,2021,58001,Diesel,2.0,Ireland,No,1.0,35995
3756,Ford,Kuga,2011,314769,Diesel,2.0,Ireland,No,2.0,4500
3757,Volvo,XC90,2020,106000,Petrol Plug-in Hybrid,2.0,Ireland,UK,1.0,58900
3758,Jaguar,XE,2017,135129,Diesel,2.0,Other,No,1.0,22995
3759,Honda,Insight,2013,148511,Petrol Hybrid,1.3,Ireland,Unknown country,2.0,7695
3760,BMW,7-Series,2014,83500,Diesel,3.0,Ireland,Unknown country,1.0,27995
3762,Skoda,Superb,2016,138432,Diesel,1.6,Ireland,No,2.0,13950
3763,Kia,Optima,2013,213997,Diesel,1.7,Ireland,No,6.0,8950
3764,Mitsubishi,Mirage,2017,129480,Petrol,1.2,Ireland,No,2.0,11890
3765,Kia,Sportage,2012,263876,Diesel,1.7,Ireland,No,3.0,7900
3766,Nissan,Qashqai,2022,44564,Petrol,1.3,Ireland,No,1.0,32995
3767,BMW,X1,2018,133184,Diesel,2.0,Ireland,N. Ireland,2.0,28950
3768,Audi,A3,2016,17231,Petrol,1.4,Ireland,No,2.0,18950
3769,Kia,Ceed,2010,265,Diesel,1.6,Ireland,No,4.0,2650
3770,Opel,Grandland X,2020,91760,Diesel,1.5,Ireland,No,2.0,26950
3771,Audi,A3,2015,82720,Petrol,1.4,Ireland,No,2.0,17450
3772,Nissan,Qashqai,2018,199202,Diesel,1.5,Ireland,Unknown,3.0,15450
3773,BMW,3-Series,2020,108003,Diesel,2.0,Ireland,No,1.0,31990
3774,BMW,X5,2020,137000,Diesel,3.0,Ireland,No,2.0,84999
3775,Mercedes-Benz,E-Class,2007,89000,Diesel,2.1,Ireland,No,3.0,6200
3776,Skoda,Karoq,2021,64334,Diesel,2.0,Ireland,No,1.0,29900
3777,Cupra,ATECA,2024,10,Petrol,1.5,Ireland,No,2.0,57950
3778,Volkswagen,Sharan,2015,124000,Petrol,1.4,Ireland,No,1.0,17950
3779,Nissan,Juke,2014,109849,Petrol,1.5,Ireland,No,2.0,13900
3780,Toyota,Yaris,2018,74014,Petrol,1.0,Ireland,No,2.0,12500
3781,Volkswagen,Polo,2015,91500,Petrol,1.0,Ireland,UK,3.0,9900
3782,Ford,Kuga,2016,203000,Diesel,2.0,Ireland,No,5.0,14950
3783,Audi,A3,2014,273530,Diesel,2.0,Ireland,UK,2.0,9950
3784,Mazda,3,2014,230921,Diesel,2.2,Ireland,No,2.0,5500
3785,Audi,Q2,2017,141592,Diesel,1.6,Northern Ireland,No,2.0,18714
3786,Ford,Fiesta,2016,74987,Petrol,1.0,Ireland,Unknown country,1.0,12950
3787,Toyota,Aqua,2016,82051,Hybrid,1.5,Ireland,No,2.0,11450
3788,Ford,Kuga,2022,30000,Diesel,1.5,Ireland,No,1.0,34995
3789,Opel,Corsa,2007,249395,Petrol,1.2,Ireland,No,2.0,2350
3790,Ford,Fiesta,2017,59988,Diesel,1.5,Ireland,No,1.0,14950
3791,Volkswagen,Caddy,2019,138766,Diesel,2.0,Ireland,No,1.0,13950
3792,Volkswagen,Golf,2015,208000,Diesel,2.0,Ireland,No,2.0,12750
3793,Skoda,Citigo,2015,144601,Petrol,1.0,Ireland,N. Ireland,2.0,7495
3794,BMW,5-Series,2017,119015,Diesel,2.0,Ireland,UK,2.0,29950
3795,Audi,A5,2016,218900,Diesel,2.0,Ireland,UK,1.0,18995
3796,Audi,A4,2017,49832,Petrol,1.4,Ireland,No,2.0,24950
3797,Opel,Astra,2014,127000,Diesel,1.7,Ireland,No,1.0,6950
3798,Honda,Fit,2015,109412,Petrol Hybrid,1.5,Ireland,Unknown,2.0,11495
3799,Peugeot,3008,2019,108768,Diesel,1.5,Northern Ireland,No,1.0,27435
3800,Volkswagen,CC,2013,168945,Diesel,2.0,Ireland,UK,2.0,11990
3801,SEAT,Ateca,2020,33800,Diesel,1.6,Ireland,No,2.0,28950
3802,Volkswagen,Amarok,2020,143684,Diesel,3.0,Ireland,N. Ireland,1.0,0
3803,Volkswagen,Golf,2018,162509,Diesel,1.6,Ireland,No,3.0,17750
3805,Subaru,Legacy,2002,153600,Petrol,2.0,Ireland,Unknown country,1.0,15500
3806,BMW,2-Series,2018,21030,Petrol,1.5,Ireland,No,2.0,22950
3807,Nissan,Leaf,2020,87060,Electric,1.6,Ireland,No,1.0,15950
3808,Mini,Cooper,2022,48000,Petrol,1.5,Ireland,No,1.0,0
3809,Ford,Focus,2014,191000,Diesel,1.6,Ireland,No,3.0,8500
3810,Nissan,Note,2017,124000,Petrol,1.2,Ireland,Unknown country,1.0,12900
3811,BMW,7-Series,2019,104585,Diesel,3.0,Ireland,UK,2.0,64950
3812,Renault,Megane,2017,117457,Diesel,1.5,Ireland,N. Ireland,2.0,11500
3813,Cupra,FORMENTOR,2023,3411,Diesel,2.0,Ireland,No,1.0,37950
3814,Volkswagen,Golf,2014,118999,Petrol,1.2,Ireland,Unknown country,1.0,12500
3815,Mercedes-Benz,A-Class,2019,99990,Diesel,1.5,Ireland,No,2.0,27995
3816,BMW,5-Series,2016,177305,Diesel,2.0,Ireland,UK,1.0,20950
3817,Ford,Fiesta,2017,117042,Petrol,1.2,Ireland,No,1.0,12950
3818,Peugeot,308,2010,299999,Diesel,1.6,Ireland,N. Ireland,2.0,2449
3819,BMW,X3,2020,74653,Diesel,2.0,Ireland,No,1.0,52995
3820,Volkswagen,Golf,2016,158536,Diesel,1.6,Ireland,UK,1.0,15500
3821,Ford,Focus,2022,52872,Petrol,1.0,Ireland,No,1.0,26995
3822,Volkswagen,Golf,2013,87820,Petrol,1.2,Ireland,No,2.0,11450
3823,Ford,Focus,2006,185035,Petrol,1.6,Ireland,No,4.0,3250
3824,Honda,HR-V,2019,28750,Petrol,1.5,Ireland,No,1.0,27995
3825,Land Rover,Range Rover Sport,2021,110284,Hybrid,2.0,United Kingdom,No,1.0,61990
3826,Opel,Crossland X,2019,78703,Petrol,1.2,Ireland,No,2.0,16950
3827,Volkswagen,Golf,2014,65999,Petrol,1.4,Ireland,No,2.0,14950
3828,Volkswagen,Golf,2020,61500,Diesel,2.0,Ireland,No,1.0,25950
3829,BMW,1-Series,2015,165727,Diesel,1.5,Ireland,No,4.0,10500
3830,Volkswagen,Golf,2012,321800,Diesel,1.6,Ireland,UK,3.0,5200
3831,Audi,A6,2019,78454,Diesel,3.0,Ireland,No,2.0,50850
3832,Volkswagen,Passat,2016,84992,Petrol,1.4,Ireland,No,1.0,21950
3833,Citroen,C4,2010,281575,Diesel,2.0,Ireland,UK,2.0,2995
3834,Ford,Kuga,2012,291397,Diesel,2.0,Ireland,No,3.0,6950
3835,SEAT,Ibiza,2016,77823,Diesel,1.4,Ireland,No,2.0,11950
3836,BMW,5-Series,2018,174824,Petrol Plug-in Hybrid,2.0,Ireland,Unknown,2.0,24250
3837,Opel,Corsa,2019,119977,Petrol,1.4,Ireland,No,1.0,13890
3838,Ford,Kuga,2019,94000,Diesel,1.5,Ireland,No,1.0,21995
3839,Nissan,Juke,2018,49686,Petrol,1.6,Ireland,No,2.0,17900
3840,Nissan,Qashqai,2016,153999,Diesel,1.5,Ireland,No,2.0,15500
3841,Audi,A6,2016,296635,Diesel,2.0,Ireland,No,2.0,14500
3842,Skoda,Octavia,2019,47500,Petrol,1.0,Ireland,No,3.0,21950
3843,Audi,Q3,2021,108100,Diesel,2.0,Ireland,No,1.0,39900
3844,BMW,X1,2023,13021,Petrol Plug-in Hybrid,1.5,Ireland,No,1.0,59950
3845,Nissan,Qashqai+2,2013,212388,Diesel,1.5,Ireland,N. Ireland,3.0,6500
3846,Skoda,Kodiaq,2021,96982,Diesel,2.0,Ireland,No,1.0,40450
3847,Opel,Mokka,2017,222438,Diesel,1.6,Ireland,No,1.0,12850
3848,Peugeot,3008,2016,149986,Diesel,1.6,Ireland,Unknown,2.0,10495
3849,BMW,iX,2022,19462,Electric,1.6,Ireland,UK,2.0,67950
3850,Honda,Accord,2008,238132,Diesel,2.2,Ireland,UK,2.0,2950
3851,Opel,Astra,2020,90600,Diesel,1.5,Ireland,No,1.0,15250
3852,Audi,A1,2013,187001,Diesel,1.6,Ireland,No,2.0,7950
3853,Mini,Cooper,2020,27201,Electric,1.6,Ireland,No,2.0,23950
3854,Alfa Romeo,Giulietta,2012,184488,Diesel,2.0,Ireland,No,2.0,6995
3855,Honda,VEZEL,2019,41150,Hybrid,1.5,Ireland,No,2.0,24950
3856,BMW,3-Series,2016,128062,Diesel,2.0,Ireland,No,1.0,17950
3857,Audi,A8,2012,434430,Diesel,3.0,Ireland,UK,2.0,9950
3858,Ford,Fiesta,2016,92907,Petrol,1.2,Ireland,No,4.0,11950
3859,Toyota,RAV4,2016,137356,Diesel,2.0,Ireland,No,4.0,17950
3860,Audi,A4,2007,210457,Petrol,1.6,Ireland,No,4.0,3000
3861,Nissan,Dayz,2018,75095,Petrol,0.7,Ireland,No,2.0,9950
3862,Lexus,Other,2014,126556,Hybrid,1.8,Ireland,No,1.0,18950
3863,Mitsubishi,Mirage,2017,43443,Petrol,1.2,Ireland,Unknown country,1.0,9999
3864,Nissan,Qashqai,2017,57823,Petrol,1.2,Ireland,No,1.0,16900
3865,Suzuki,Vitara,2024,10,Petrol Hybrid,1.4,Ireland,No,2.0,31250
3866,Audi,Q5,2021,72132,Diesel,2.0,Ireland,No,1.0,49900
3867,Nissan,Note,2007,200000,Petrol,1.4,Ireland,No,5.0,2650
3868,SEAT,Ateca,2018,100000,Diesel,2.0,Ireland,No,3.0,27900
3869,Skoda,Superb,2019,118265,Diesel,2.0,Ireland,No,1.0,24900
